svm_linear, 0.59, 0.59
svm_polynomial, 0.68, 0.67
svm_rbf, 0.9933333333333333, 0.945
logistic, 0.59, 0.59
knn, 0.9266666666666666, 0.925
decision_tree, 1.0, 0.99
random_forest, 1.0, 0.98
